Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Trips
2022,AT,Austria,CZ,Czechia,Personal reasons,From 1 to 3 nights,237253.0
2019,BE,Belgium,CZ,Czechia,Personal reasons,From 1 to 3 nights,44500.0
2019,CZ,Czechia,CZ,Czechia,Personal reasons,From 1 to 3 nights,18301424.0
2022,CZ,Czechia,CZ,Czechia,Personal reasons,From 1 to 3 nights,17453952.0
2019,DE,Germany,CZ,Czechia,Personal reasons,From 1 to 3 nights,1019418.0
2019,HU,Hungary,CZ,Czechia,Personal reasons,From 1 to 3 nights,232437.0
2022,HU,Hungary,CZ,Czechia,Personal reasons,From 1 to 3 nights,150521.0
2019,NL,Netherlands,CZ,Czechia,Personal reasons,From 1 to 3 nights,65098.0
2022,NL,Netherlands,CZ,Czechia,Personal reasons,From 1 to 3 nights,47281.0
2019,PL,Poland,CZ,Czechia,Personal reasons,From 1 to 3 nights,300051.0
2022,PL,Poland,CZ,Czechia,Personal reasons,From 1 to 3 nights,177617.0
2022,SI,Slovenia,CZ,Czechia,Personal reasons,From 1 to 3 nights,14723.0
2019,SK,Slovakia,CZ,Czechia,Personal reasons,From 1 to 3 nights,780946.0
2022,SK,Slovakia,CZ,Czechia,Personal reasons,From 1 to 3 nights,483503.0
2019,AT,Austria,CZ,Czechia,Personal reasons,1 night or over,263104.0
2022,AT,Austria,CZ,Czechia,Personal reasons,1 night or over,289828.0
2019,BE,Belgium,CZ,Czechia,Personal reasons,1 night or over,81523.0
2022,BE,Belgium,CZ,Czechia,Personal reasons,1 night or over,57391.0
2019,CZ,Czechia,CZ,Czechia,Personal reasons,1 night or over,26713605.0
2022,CZ,Czechia,CZ,Czechia,Personal reasons,1 night or over,25512862.0
2019,DE,Germany,CZ,Czechia,Personal reasons,1 night or over,2574376.0
2022,DE,Germany,CZ,Czechia,Personal reasons,1 night or over,1298060.0
2019,DK,Denmark,CZ,Czechia,Personal reasons,1 night or over,102956.0
2019,ES,Spain,CZ,Czechia,Personal reasons,1 night or over,181565.0
2022,ES,Spain,CZ,Czechia,Personal reasons,1 night or over,129026.0
2019,FI,Finland,CZ,Czechia,Personal reasons,1 night or over,74088.0
2019,FR,France,CZ,Czechia,Personal reasons,1 night or over,216304.0
2022,FR,France,CZ,Czechia,Personal reasons,1 night or over,180662.0
2019,HR,Croatia,CZ,Czechia,Personal reasons,1 night or over,37093.0
2019,HU,Hungary,CZ,Czechia,Personal reasons,1 night or over,414802.0
2022,HU,Hungary,CZ,Czechia,Personal reasons,1 night or over,282261.0
2019,IE,Ireland,CZ,Czechia,Personal reasons,1 night or over,46147.0
2019,LT,Lithuania,CZ,Czechia,Personal reasons,1 night or over,13073.0
2022,LT,Lithuania,CZ,Czechia,Personal reasons,1 night or over,22460.0
2019,LU,Luxembourg,CZ,Czechia,Personal reasons,1 night or over,11939.0
2022,LU,Luxembourg,CZ,Czechia,Personal reasons,1 night or over,13245.0
2022,LV,Latvia,CZ,Czechia,Personal reasons,1 night or over,22348.0
2019,NL,Netherlands,CZ,Czechia,Personal reasons,1 night or over,265080.0
2022,NL,Netherlands,CZ,Czechia,Personal reasons,1 night or over,231834.0
2019,PL,Poland,CZ,Czechia,Personal reasons,1 night or over,703182.0
2022,PL,Poland,CZ,Czechia,Personal reasons,1 night or over,543413.0
2019,PT,Portugal,CZ,Czechia,Personal reasons,1 night or over,25880.0
2019,SE,Sweden,CZ,Czechia,Personal reasons,1 night or over,163032.0
2019,SI,Slovenia,CZ,Czechia,Personal reasons,1 night or over,25983.0
2022,SI,Slovenia,CZ,Czechia,Personal reasons,1 night or over,31000.0
2019,SK,Slovakia,CZ,Czechia,Personal reasons,1 night or over,1281302.0
2022,SK,Slovakia,CZ,Czechia,Personal reasons,1 night or over,729701.0
2019,AT,Austria,CZ,Czechia,Personal reasons,4 nights or over,63538.0
2022,AT,Austria,CZ,Czechia,Personal reasons,4 nights or over,52576.0
2019,CZ,Czechia,CZ,Czechia,Personal reasons,4 nights or over,8412181.0
2022,CZ,Czechia,CZ,Czechia,Personal reasons,4 nights or over,8058910.0
2019,DE,Germany,CZ,Czechia,Personal reasons,4 nights or over,1554958.0
2022,DE,Germany,CZ,Czechia,Personal reasons,4 nights or over,549940.0
2019,ES,Spain,CZ,Czechia,Personal reasons,4 nights or over,140767.0
2022,ES,Spain,CZ,Czechia,Personal reasons,4 nights or over,96916.0
2019,FI,Finland,CZ,Czechia,Personal reasons,4 nights or over,68377.0
2019,FR,France,CZ,Czechia,Personal reasons,4 nights or over,162577.0
2019,HU,Hungary,CZ,Czechia,Personal reasons,4 nights or over,182365.0
2022,HU,Hungary,CZ,Czechia,Personal reasons,4 nights or over,131740.0
2019,IE,Ireland,CZ,Czechia,Personal reasons,4 nights or over,26045.0
2019,LT,Lithuania,CZ,Czechia,Personal reasons,4 nights or over,10218.0
2022,LT,Lithuania,CZ,Czechia,Personal reasons,4 nights or over,21377.0
2022,LU,Luxembourg,CZ,Czechia,Personal reasons,4 nights or over,10039.0
2019,NL,Netherlands,CZ,Czechia,Personal reasons,4 nights or over,199982.0
2022,NL,Netherlands,CZ,Czechia,Personal reasons,4 nights or over,184553.0
2019,PL,Poland,CZ,Czechia,Personal reasons,4 nights or over,403131.0
2022,PL,Poland,CZ,Czechia,Personal reasons,4 nights or over,365796.0
2019,SK,Slovakia,CZ,Czechia,Personal reasons,4 nights or over,500356.0
2022,SK,Slovakia,CZ,Czechia,Personal reasons,4 nights or over,246199.0
2019,CZ,Czechia,CZ,Czechia,"Professional, business",From 1 to 3 nights,660206.0
2022,CZ,Czechia,CZ,Czechia,"Professional, business",From 1 to 3 nights,560307.0
2019,HU,Hungary,CZ,Czechia,"Professional, business",From 1 to 3 nights,38515.0
2019,PL,Poland,CZ,Czechia,"Professional, business",From 1 to 3 nights,72850.0
2022,PL,Poland,CZ,Czechia,"Professional, business",From 1 to 3 nights,57717.0
2022,AT,Austria,CZ,Czechia,"Professional, business",1 night or over,71726.0
2019,CZ,Czechia,CZ,Czechia,"Professional, business",1 night or over,763611.0
2022,CZ,Czechia,CZ,Czechia,"Professional, business",1 night or over,636133.0
2019,HU,Hungary,CZ,Czechia,"Professional, business",1 night or over,39546.0
2022,LT,Lithuania,CZ,Czechia,"Professional, business",1 night or over,3983.0
2022,NL,Netherlands,CZ,Czechia,"Professional, business",1 night or over,50950.0
2019,PL,Poland,CZ,Czechia,"Professional, business",1 night or over,87124.0
2022,PL,Poland,CZ,Czechia,"Professional, business",1 night or over,84930.0
2019,CZ,Czechia,CZ,Czechia,"Professional, business",4 nights or over,103405.0
2022,PL,Poland,CZ,Czechia,"Professional, business",4 nights or over,27213.0
2019,AT,Austria,CZ,Czechia,Total,From 1 to 3 nights,227181.0
2022,AT,Austria,CZ,Czechia,Total,From 1 to 3 nights,275203.0
2019,BE,Belgium,CZ,Czechia,Total,From 1 to 3 nights,49322.0
2019,CZ,Czechia,CZ,Czechia,Total,From 1 to 3 nights,18961630.0
2022,CZ,Czechia,CZ,Czechia,Total,From 1 to 3 nights,18014259.0
2019,DE,Germany,CZ,Czechia,Total,From 1 to 3 nights,1124289.0
2022,DE,Germany,CZ,Czechia,Total,From 1 to 3 nights,784410.0
2019,ES,Spain,CZ,Czechia,Total,From 1 to 3 nights,47315.0
2019,FR,France,CZ,Czechia,Total,From 1 to 3 nights,99046.0
2019,HR,Croatia,CZ,Czechia,Total,From 1 to 3 nights,35112.0
2019,HU,Hungary,CZ,Czechia,Total,From 1 to 3 nights,270952.0
2022,HU,Hungary,CZ,Czechia,Total,From 1 to 3 nights,164618.0
2019,LT,Lithuania,CZ,Czechia,Total,From 1 to 3 nights,5598.0
2019,NL,Netherlands,CZ,Czechia,Total,From 1 to 3 nights,81514.0
2022,NL,Netherlands,CZ,Czechia,Total,From 1 to 3 nights,72861.0
2019,PL,Poland,CZ,Czechia,Total,From 1 to 3 nights,372902.0
2022,PL,Poland,CZ,Czechia,Total,From 1 to 3 nights,235334.0
2019,SI,Slovenia,CZ,Czechia,Total,From 1 to 3 nights,27018.0
2022,SI,Slovenia,CZ,Czechia,Total,From 1 to 3 nights,21023.0
2019,SK,Slovakia,CZ,Czechia,Total,From 1 to 3 nights,1094150.0
2022,SK,Slovakia,CZ,Czechia,Total,From 1 to 3 nights,580079.0
2019,AT,Austria,CZ,Czechia,Total,1 night or over,293836.0
2022,AT,Austria,CZ,Czechia,Total,1 night or over,361555.0
2019,BE,Belgium,CZ,Czechia,Total,1 night or over,97816.0
2022,BE,Belgium,CZ,Czechia,Total,1 night or over,76192.0
2019,CH,Switzerland,CZ,Czechia,Total,1 night or over,116495.0
2019,CZ,Czechia,CZ,Czechia,Total,1 night or over,27477216.0
2022,CZ,Czechia,CZ,Czechia,Total,1 night or over,26148995.0
2019,DE,Germany,CZ,Czechia,Total,1 night or over,2728299.0
2022,DE,Germany,CZ,Czechia,Total,1 night or over,1357298.0
2019,DK,Denmark,CZ,Czechia,Total,1 night or over,128930.0
2019,ES,Spain,CZ,Czechia,Total,1 night or over,217667.0
2022,ES,Spain,CZ,Czechia,Total,1 night or over,159720.0
2019,FI,Finland,CZ,Czechia,Total,1 night or over,100820.0
2019,FR,France,CZ,Czechia,Total,1 night or over,281892.0
2022,FR,France,CZ,Czechia,Total,1 night or over,209616.0
2019,HR,Croatia,CZ,Czechia,Total,1 night or over,52836.0
2019,HU,Hungary,CZ,Czechia,Total,1 night or over,454348.0
2022,HU,Hungary,CZ,Czechia,Total,1 night or over,297424.0
2019,IE,Ireland,CZ,Czechia,Total,1 night or over,48773.0
2019,IT,Italy,CZ,Czechia,Total,1 night or over,303657.0
2019,LT,Lithuania,CZ,Czechia,Total,1 night or over,16699.0
2022,LT,Lithuania,CZ,Czechia,Total,1 night or over,26443.0
2019,LU,Luxembourg,CZ,Czechia,Total,1 night or over,17266.0
2022,LU,Luxembourg,CZ,Czechia,Total,1 night or over,14161.0
2022,LV,Latvia,CZ,Czechia,Total,1 night or over,24336.0
2019,NL,Netherlands,CZ,Czechia,Total,1 night or over,291255.0
2022,NL,Netherlands,CZ,Czechia,Total,1 night or over,282784.0
2019,PL,Poland,CZ,Czechia,Total,1 night or over,790306.0
2022,PL,Poland,CZ,Czechia,Total,1 night or over,628343.0
2019,PT,Portugal,CZ,Czechia,Total,1 night or over,30915.0
2022,PT,Portugal,CZ,Czechia,Total,1 night or over,15574.0
2019,SE,Sweden,CZ,Czechia,Total,1 night or over,186963.0
2019,SI,Slovenia,CZ,Czechia,Total,1 night or over,38586.0
2022,SI,Slovenia,CZ,Czechia,Total,1 night or over,38729.0
2019,SK,Slovakia,CZ,Czechia,Total,1 night or over,1594506.0
2022,SK,Slovakia,CZ,Czechia,Total,1 night or over,828539.0
2019,AT,Austria,CZ,Czechia,Total,4 nights or over,66655.0
2022,AT,Austria,CZ,Czechia,Total,4 nights or over,86352.0
2019,BE,Belgium,CZ,Czechia,Total,4 nights or over,48495.0
2022,BE,Belgium,CZ,Czechia,Total,4 nights or over,38323.0
2019,CZ,Czechia,CZ,Czechia,Total,4 nights or over,8515586.0
2022,CZ,Czechia,CZ,Czechia,Total,4 nights or over,8134736.0
2019,DE,Germany,CZ,Czechia,Total,4 nights or over,1604010.0
2022,DE,Germany,CZ,Czechia,Total,4 nights or over,572888.0
2019,ES,Spain,CZ,Czechia,Total,4 nights or over,170351.0
2022,ES,Spain,CZ,Czechia,Total,4 nights or over,101030.0
2019,FI,Finland,CZ,Czechia,Total,4 nights or over,77084.0
2019,FR,France,CZ,Czechia,Total,4 nights or over,182846.0
2019,HU,Hungary,CZ,Czechia,Total,4 nights or over,183396.0
2022,HU,Hungary,CZ,Czechia,Total,4 nights or over,132806.0
2019,IE,Ireland,CZ,Czechia,Total,4 nights or over,26045.0
2019,LT,Lithuania,CZ,Czechia,Total,4 nights or over,11101.0
2022,LT,Lithuania,CZ,Czechia,Total,4 nights or over,23277.0
2019,LU,Luxembourg,CZ,Czechia,Total,4 nights or over,10404.0
2022,LU,Luxembourg,CZ,Czechia,Total,4 nights or over,10236.0
2022,LV,Latvia,CZ,Czechia,Total,4 nights or over,20564.0
2019,NL,Netherlands,CZ,Czechia,Total,4 nights or over,209740.0
2022,NL,Netherlands,CZ,Czechia,Total,4 nights or over,209923.0
2019,PL,Poland,CZ,Czechia,Total,4 nights or over,417404.0
2022,PL,Poland,CZ,Czechia,Total,4 nights or over,393009.0
2019,SK,Slovakia,CZ,Czechia,Total,4 nights or over,500356.0
2022,SK,Slovakia,CZ,Czechia,Total,4 nights or over,248461.0
2019,AT,Austria,DE,Germany,Personal reasons,From 1 to 3 nights,1013085.0
2022,AT,Austria,DE,Germany,Personal reasons,From 1 to 3 nights,848130.0
2019,BE,Belgium,DE,Germany,Personal reasons,From 1 to 3 nights,531707.0
2022,BE,Belgium,DE,Germany,Personal reasons,From 1 to 3 nights,376690.0
2019,CH,Switzerland,DE,Germany,Personal reasons,From 1 to 3 nights,1318770.0
2019,CZ,Czechia,DE,Germany,Personal reasons,From 1 to 3 nights,162998.0
2022,CZ,Czechia,DE,Germany,Personal reasons,From 1 to 3 nights,90453.0
2019,DE,Germany,DE,Germany,Personal reasons,From 1 to 3 nights,84381050.0
2022,DE,Germany,DE,Germany,Personal reasons,From 1 to 3 nights,67283380.0
2019,DK,Denmark,DE,Germany,Personal reasons,From 1 to 3 nights,1204030.0
2019,ES,Spain,DE,Germany,Personal reasons,From 1 to 3 nights,264906.0
2022,ES,Spain,DE,Germany,Personal reasons,From 1 to 3 nights,136363.0
2019,FR,France,DE,Germany,Personal reasons,From 1 to 3 nights,706040.0
2022,FR,France,DE,Germany,Personal reasons,From 1 to 3 nights,958758.0
2019,HR,Croatia,DE,Germany,Personal reasons,From 1 to 3 nights,75129.0
2019,HU,Hungary,DE,Germany,Personal reasons,From 1 to 3 nights,408660.0
2022,HU,Hungary,DE,Germany,Personal reasons,From 1 to 3 nights,235953.0
2019,IE,Ireland,DE,Germany,Personal reasons,From 1 to 3 nights,57872.0
2019,IT,Italy,DE,Germany,Personal reasons,From 1 to 3 nights,318983.0
2019,LT,Lithuania,DE,Germany,Personal reasons,From 1 to 3 nights,15171.0
2022,LT,Lithuania,DE,Germany,Personal reasons,From 1 to 3 nights,11169.0
2019,LU,Luxembourg,DE,Germany,Personal reasons,From 1 to 3 nights,213822.0
2022,LU,Luxembourg,DE,Germany,Personal reasons,From 1 to 3 nights,200415.0
2019,MT,Malta,DE,Germany,Personal reasons,From 1 to 3 nights,6614.0
2019,NL,Netherlands,DE,Germany,Personal reasons,From 1 to 3 nights,1431510.0
2022,NL,Netherlands,DE,Germany,Personal reasons,From 1 to 3 nights,1581618.0
2019,PL,Poland,DE,Germany,Personal reasons,From 1 to 3 nights,625374.0
2022,PL,Poland,DE,Germany,Personal reasons,From 1 to 3 nights,687640.0
2019,PT,Portugal,DE,Germany,Personal reasons,From 1 to 3 nights,24101.0
2022,PT,Portugal,DE,Germany,Personal reasons,From 1 to 3 nights,19718.0
2019,SE,Sweden,DE,Germany,Personal reasons,From 1 to 3 nights,402749.0
2019,SI,Slovenia,DE,Germany,Personal reasons,From 1 to 3 nights,40412.0
2022,SI,Slovenia,DE,Germany,Personal reasons,From 1 to 3 nights,24209.0
2019,AL,Albania,DE,Germany,Personal reasons,1 night or over,37911.0
2019,AT,Austria,DE,Germany,Personal reasons,1 night or over,1674834.0
2022,AT,Austria,DE,Germany,Personal reasons,1 night or over,1476939.0
2019,BE,Belgium,DE,Germany,Personal reasons,1 night or over,956172.0
2022,BE,Belgium,DE,Germany,Personal reasons,1 night or over,702057.0
2019,BG,Bulgaria,DE,Germany,Personal reasons,1 night or over,51219.0
2022,BG,Bulgaria,DE,Germany,Personal reasons,1 night or over,32984.0
2019,CH,Switzerland,DE,Germany,Personal reasons,1 night or over,2311746.0
2019,CY,Cyprus,DE,Germany,Personal reasons,1 night or over,24995.0
2019,CZ,Czechia,DE,Germany,Personal reasons,1 night or over,231635.0
2022,CZ,Czechia,DE,Germany,Personal reasons,1 night or over,201599.0
2019,DE,Germany,DE,Germany,Personal reasons,1 night or over,129706082.0
2022,DE,Germany,DE,Germany,Personal reasons,1 night or over,111744238.0
2019,DK,Denmark,DE,Germany,Personal reasons,1 night or over,1701181.0
2019,EE,Estonia,DE,Germany,Personal reasons,1 night or over,47770.0
2022,EE,Estonia,DE,Germany,Personal reasons,1 night or over,31911.0
2019,EL,Greece,DE,Germany,Personal reasons,1 night or over,42045.0
2022,EL,Greece,DE,Germany,Personal reasons,1 night or over,62032.0
2019,ES,Spain,DE,Germany,Personal reasons,1 night or over,796624.0
2022,ES,Spain,DE,Germany,Personal reasons,1 night or over,510449.0
2019,FI,Finland,DE,Germany,Personal reasons,1 night or over,336197.0
2022,FI,Finland,DE,Germany,Personal reasons,1 night or over,208515.0
2019,FR,France,DE,Germany,Personal reasons,1 night or over,1328709.0
2022,FR,France,DE,Germany,Personal reasons,1 night or over,1471285.0
2019,HR,Croatia,DE,Germany,Personal reasons,1 night or over,229682.0
2022,HR,Croatia,DE,Germany,Personal reasons,1 night or over,115878.0
2019,HU,Hungary,DE,Germany,Personal reasons,1 night or over,762649.0
2022,HU,Hungary,DE,Germany,Personal reasons,1 night or over,564665.0
2019,IE,Ireland,DE,Germany,Personal reasons,1 night or over,165268.0
2022,IE,Ireland,DE,Germany,Personal reasons,1 night or over,202939.0
2019,IT,Italy,DE,Germany,Personal reasons,1 night or over,809064.0
2022,IT,Italy,DE,Germany,Personal reasons,1 night or over,317146.0
2019,LT,Lithuania,DE,Germany,Personal reasons,1 night or over,79680.0
2022,LT,Lithuania,DE,Germany,Personal reasons,1 night or over,81229.0
2019,LU,Luxembourg,DE,Germany,Personal reasons,1 night or over,295706.0
2022,LU,Luxembourg,DE,Germany,Personal reasons,1 night or over,298199.0
2019,LV,Latvia,DE,Germany,Personal reasons,1 night or over,63200.0
2022,LV,Latvia,DE,Germany,Personal reasons,1 night or over,26581.0
2019,MK,North Macedonia,DE,Germany,Personal reasons,1 night or over,39802.0
2019,MT,Malta,DE,Germany,Personal reasons,1 night or over,24295.0
2022,MT,Malta,DE,Germany,Personal reasons,1 night or over,15508.0
2019,NL,Netherlands,DE,Germany,Personal reasons,1 night or over,3242081.0
2022,NL,Netherlands,DE,Germany,Personal reasons,1 night or over,3198306.0
2019,PL,Poland,DE,Germany,Personal reasons,1 night or over,2097773.0
2022,PL,Poland,DE,Germany,Personal reasons,1 night or over,1902734.0
2019,PT,Portugal,DE,Germany,Personal reasons,1 night or over,69694.0
2022,PT,Portugal,DE,Germany,Personal reasons,1 night or over,49372.0
2019,RO,Romania,DE,Germany,Personal reasons,1 night or over,107928.0
2022,RO,Romania,DE,Germany,Personal reasons,1 night or over,118155.0
2019,SE,Sweden,DE,Germany,Personal reasons,1 night or over,1039295.0
2022,SE,Sweden,DE,Germany,Personal reasons,1 night or over,750105.0
2019,SI,Slovenia,DE,Germany,Personal reasons,1 night or over,60169.0
2022,SI,Slovenia,DE,Germany,Personal reasons,1 night or over,48030.0
2019,SK,Slovakia,DE,Germany,Personal reasons,1 night or over,248332.0
2019,AL,Albania,DE,Germany,Personal reasons,4 nights or over,35711.0
2019,AT,Austria,DE,Germany,Personal reasons,4 nights or over,661749.0
2022,AT,Austria,DE,Germany,Personal reasons,4 nights or over,628809.0
2019,BE,Belgium,DE,Germany,Personal reasons,4 nights or over,424465.0
2022,BE,Belgium,DE,Germany,Personal reasons,4 nights or over,325367.0
2019,BG,Bulgaria,DE,Germany,Personal reasons,4 nights or over,48053.0
2022,BG,Bulgaria,DE,Germany,Personal reasons,4 nights or over,31241.0
2019,CH,Switzerland,DE,Germany,Personal reasons,4 nights or over,992976.0
2019,CZ,Czechia,DE,Germany,Personal reasons,4 nights or over,68637.0
2022,CZ,Czechia,DE,Germany,Personal reasons,4 nights or over,111146.0
2019,DE,Germany,DE,Germany,Personal reasons,4 nights or over,45325032.0
2022,DE,Germany,DE,Germany,Personal reasons,4 nights or over,44460857.0
2019,DK,Denmark,DE,Germany,Personal reasons,4 nights or over,497151.0
2019,EE,Estonia,DE,Germany,Personal reasons,4 nights or over,28707.0
2022,EE,Estonia,DE,Germany,Personal reasons,4 nights or over,23041.0
2019,EL,Greece,DE,Germany,Personal reasons,4 nights or over,37498.0
2022,EL,Greece,DE,Germany,Personal reasons,4 nights or over,55920.0
2019,ES,Spain,DE,Germany,Personal reasons,4 nights or over,531719.0
2022,ES,Spain,DE,Germany,Personal reasons,4 nights or over,374086.0
2019,FI,Finland,DE,Germany,Personal reasons,4 nights or over,293334.0
2022,FI,Finland,DE,Germany,Personal reasons,4 nights or over,200270.0
2019,FR,France,DE,Germany,Personal reasons,4 nights or over,622669.0
2022,FR,France,DE,Germany,Personal reasons,4 nights or over,512527.0
